ds,method,split_number,zscore_norm
4_australian_credit,LightGBM,1,0.5300642960618153
4_australian_credit,LightGBM,2,0.6304893451292044
4_australian_credit,LightGBM,3,0.25853840410434775
4_australian_credit,LightGBM,4,0.38783494435806043
4_australian_credit,LightGBM,5,0.6057919693571772
4_australian_credit,LightGBM,6,0.25853840410434725
4_australian_credit,LightGBM,7,0.5023547371542066
4_australian_credit,LightGBM,8,0.5466849795269088
4_australian_credit,LightGBM,9,0.6353454642723119
4_australian_credit,LogReg,0,0.6602449152232461
4_australian_credit,LogReg,1,0.5858559899881426
4_australian_credit,LogReg,2,0.7011588241025528
4_australian_credit,LogReg,3,0.25115003037556355
4_australian_credit,LogReg,4,0.38783494435806043
4_australian_credit,LogReg,5,0.6353454642723109
4_australian_credit,LogReg,6,0.2733151515619146
4_australian_credit,LogReg,7,0.5134372977473819
4_australian_credit,LogReg,8,0.3693640100361015
4_australian_credit,LogReg,9,0.6944524541025804
4_australian_credit,MLP,0,0.6788421465320225
4_australian_credit,MLP,1,0.585855989988143
4_australian_credit,MLP,2,0.6676838077467564
4_australian_credit,MLP,3,0.25853840410434725
4_australian_credit,MLP,4,0.3582814494429261
4_australian_credit,MLP,5,0.6242629036791362
4_australian_credit,MLP,6,0.2733151515619146
4_australian_credit,MLP,7,0.5429907926625166
4_australian_credit,MLP,8,0.4838838028322472
4_australian_credit,MLP,9,0.6722873329162292
4_australian_credit,RandomForest,0,0.6900004853172873
4_australian_credit,RandomForest,1,0.5170462341456722
4_australian_credit,RandomForest,2,0.6100323906895511
4_australian_credit,RandomForest,3,0.27885643185850245
4_australian_credit,RandomForest,4,0.4173884392731951
4_australian_credit,RandomForest,5,0.6630518657552499
4_australian_credit,RandomForest,6,0.25299712380775985
4_australian_credit,RandomForest,7,0.5947094087640014
4_australian_credit,RandomForest,8,0.5614617269844752
4_australian_credit,RandomForest,9,0.6353454642723109
4_australian_credit,SVM,0,0.6379282376527152
4_australian_credit,SVM,1,0.5672587586793668
4_australian_credit,SVM,2,0.5040281722295292
4_australian_credit,SVM,3,0.1329360507150262
4_australian_credit,SVM,4,0.34719888884975036
4_australian_credit,SVM,5,0.6279570905435278
4_australian_credit,SVM,6,0.23267909605360462
4_australian_credit,SVM,7,0.4617186816458967
4_australian_credit,SVM,8,0.32503376766339986
4_australian_credit,SVM,9,0.6168745299503525
4_australian_credit,TabPFN,0,0.7178963322804516
4_australian_credit,TabPFN,1,0.5784170974646322
4_australian_credit,TabPFN,2,0.682561592793777
4_australian_credit,TabPFN,3,0.23452618948580042
4_australian_credit,TabPFN,4,0.44694193418832934
4_australian_credit,TabPFN,5,0.7092292015601472
4_australian_credit,TabPFN,6,0.32872795452779147
4_australian_credit,TabPFN,7,0.5984035956283935
4_australian_credit,TabPFN,8,0.5540733532556914
4_australian_credit,TabPFN,9,0.6722873329162292
4_australian_credit,XGBoost,0,0.6900004853172877
4_australian_credit,XGBoost,1,0.5449420811088359
4_australian_credit,XGBoost,2,0.6118921138204286
4_australian_credit,XGBoost,3,0.26223259096873935
4_australian_credit,XGBoost,4,0.38414075749366833
4_australian_credit,XGBoost,5,0.6427338380010951
4_australian_credit,XGBoost,6,0.26962096469752256
4_australian_credit,XGBoost,7,0.5245198583405571
4_australian_credit,XGBoost,8,0.554073353255692
4_australian_credit,XGBoost,9,0.6538163985942708
5_default_credit_card,CatBoost,0,0.7298638567455905
5_default_credit_card,CatBoost,1,0.4627595390876817
5_default_credit_card,CatBoost,2,0.7929660008107016
5_default_credit_card,CatBoost,3,0.7041068046188467
5_default_credit_card,CatBoost,4,0.6766115465203598
5_default_credit_card,CatBoost,5,0.5608628306747163
5_default_credit_card,CatBoost,6,0.6197774785351724
5_default_credit_card,CatBoost,7,0.5202256819716843
5_default_credit_card,CatBoost,8,0.6532461954693257
5_default_credit_card,CatBoost,9,0.6426412908905428
5_default_credit_card,KNN,0,0.1907698091910083
5_default_credit_card,KNN,1,0.08749140436991835
5_default_credit_card,KNN,2,0.06989865301954534
5_default_credit_card,KNN,3,0.3504213940502315
5_default_credit_card,KNN,4,0.3753225114181622
5_default_credit_card,KNN,5,0.318593789249445
5_default_credit_card,KNN,6,0.15863933516787165
5_default_credit_card,KNN,7,0.23891284731747844
5_default_credit_card,KNN,8,0.3231291658089935
5_default_credit_card,KNN,9,0.22742252696185825
5_default_credit_card,LightGBM,0,0.7304169222820548
5_default_credit_card,LightGBM,1,0.4912160777614503
5_default_credit_card,LightGBM,2,0.7296136604314757
5_default_credit_card,LightGBM,3,0.6775859953227005
5_default_credit_card,LightGBM,4,0.7300482119244124
5_default_credit_card,LightGBM,5,0.5398990131973259
5_default_credit_card,LightGBM,6,0.5781395445756817
5_default_credit_card,LightGBM,7,0.5369098256550099
5_default_credit_card,LightGBM,8,0.6138190502284046
5_default_credit_card,LightGBM,9,0.5532608451213445
5_default_credit_card,LogReg,0,0.5344473671950395
5_default_credit_card,LogReg,1,0.24801209221501408
5_default_credit_card,LogReg,2,0.5013687808236794
5_default_credit_card,LogReg,3,0.48809520794854816
5_default_credit_card,LogReg,4,0.45928312714419456
5_default_credit_card,LogReg,5,0.4367391224197646
5_default_credit_card,LogReg,6,0.3477482439573236
5_default_credit_card,LogReg,7,0.39931502111904504
5_default_credit_card,LogReg,8,0.38368737091605354
5_default_credit_card,LogReg,9,0.24658485454233245
5_default_credit_card,MLP,0,0.5936780525049036
5_default_credit_card,MLP,1,0.3423229344091545
5_default_credit_card,MLP,2,0.634683911565578
5_default_credit_card,MLP,3,0.6342625282997006
5_default_credit_card,MLP,4,0.6449814651254527
5_default_credit_card,MLP,5,0.42523009197049283
5_default_credit_card,MLP,6,0.5324721331362405
5_default_credit_card,MLP,7,0.4172764828270615
5_default_credit_card,MLP,8,0.5517646085842393
5_default_credit_card,MLP,9,0.5054075256977776
5_default_credit_card,RandomForest,0,0.6119160469811512
5_default_credit_card,RandomForest,1,0.41956775433526844
5_default_credit_card,RandomForest,2,0.6378179496055401
5_default_credit_card,RandomForest,3,0.6424004926219551
5_default_credit_card,RandomForest,4,0.6926899517589872
5_default_credit_card,RandomForest,5,0.5173550084728955
5_default_credit_card,RandomForest,6,0.5178027281928902
5_default_credit_card,RandomForest,7,0.454029004547788
5_default_credit_card,RandomForest,8,0.5671207204124274
5_default_credit_card,RandomForest,9,0.47546967007376234
5_default_credit_card,SVM,0,0.2998685703720267
5_default_credit_card,SVM,1,0.2656048435653871
5_default_credit_card,SVM,2,0.5365806199785433
5_default_credit_card,SVM,3,0.40055283446256
5_default_credit_card,SVM,4,0.4965755461743266
5_default_credit_card,SVM,5,0.2293658826999481
5_default_credit_card,SVM,6,0.4008425354578502
5_default_credit_card,SVM,7,0.2970374015544142
5_default_credit_card,SVM,8,0.32706663038032346
5_default_credit_card,SVM,9,0.17581549131362303
5_default_credit_card,TabPFN,0,0.6831956600496912
5_default_credit_card,TabPFN,1,0.5000914627989895
5_default_credit_card,TabPFN,2,0.8119019113210578
5_default_credit_card,TabPFN,3,0.7284416882232551
5_default_credit_card,TabPFN,4,0.6894769043566732
5_default_credit_card,TabPFN,5,0.6018818579624502
5_default_credit_card,TabPFN,6,0.6189873849116531
5_default_credit_card,TabPFN,7,0.5701595989781324
5_default_credit_card,TabPFN,8,0.6580105276006349
5_default_credit_card,TabPFN,9,0.6875021372398985
5_default_credit_card,XGBoost,0,0.5981420814777904
5_default_credit_card,XGBoost,1,0.3125627412565776
5_default_credit_card,XGBoost,2,0.6293376113797612
5_default_credit_card,XGBoost,3,0.6433749414242953
5_default_credit_card,XGBoost,4,0.6052134194082918
5_default_credit_card,XGBoost,5,0.4642080440641346
5_default_credit_card,XGBoost,6,0.4664729791182241
5_default_credit_card,XGBoost,7,0.4478399378302171
5_default_credit_card,XGBoost,8,0.5410284551864118
5_default_credit_card,XGBoost,9,0.5647582416696292
6_loan_modelling,CatBoost,0,0.6023780034760153
6_loan_modelling,CatBoost,1,0.600946321274448
6_loan_modelling,CatBoost,2,0.5926425645053631
6_loan_modelling,CatBoost,3,0.6061003772000878
6_loan_modelling,CatBoost,4,0.5995146390728823
6_loan_modelling,CatBoost,5,0.5897792001022307
6_loan_modelling,CatBoost,6,0.5955059289084962
6_loan_modelling,CatBoost,7,0.6009463212744488
6_loan_modelling,CatBoost,8,0.590924545863483
6_loan_modelling,CatBoost,9,0.5763213874075062
6_loan_modelling,KNN,0,0.08410904650896356
6_loan_modelling,KNN,1,0.08396587828880782
6_loan_modelling,KNN,2,0.0
6_loan_modelling,KNN,3,0.3695864775013118
6_loan_modelling,KNN,4,0.46150047484187673
6_loan_modelling,KNN,5,0.14953692312055003
6_loan_modelling,KNN,6,0.0
6_loan_modelling,KNN,7,0.3239158152713426
6_loan_modelling,KNN,8,0.0
6_loan_modelling,KNN,9,0.0
6_loan_modelling,LightGBM,0,0.6046686949985213
6_loan_modelling,LightGBM,1,0.5935015738263032
6_loan_modelling,LightGBM,2,0.5886338543409771
6_loan_modelling,LightGBM,3,0.6058140407597755
6_loan_modelling,LightGBM,4,0.5963649382294356
6_loan_modelling,LightGBM,5,0.5783257424896991
6_loan_modelling,LightGBM,6,0.5897792001022294
6_loan_modelling,LightGBM,7,0.5998009755131951
6_loan_modelling,LightGBM,8,0.5963649382294356
6_loan_modelling,LightGBM,9,0.5628635747127809
6_loan_modelling,LogReg,0,0.3990791308535812
6_loan_modelling,LogReg,1,0.3738815241060114
6_loan_modelling,LogReg,2,0.28110851744450577
6_loan_modelling,LogReg,3,0.4944291654779056
6_loan_modelling,LogReg,4,0.4683725494093958
6_loan_modelling,LogReg,5,0.18375412773798835
6_loan_modelling,LogReg,6,0.31203285299834166
6_loan_modelling,LogReg,7,0.3738815241060114
6_loan_modelling,LogReg,8,0.3166142360433542
6_loan_modelling,LogReg,9,0.21582380905307583
6_loan_modelling,MLP,0,0.5413883416892843
6_loan_modelling,MLP,1,0.5585685281080827
6_loan_modelling,MLP,2,0.5121820247773291
6_loan_modelling,MLP,3,0.6043823585582083
6_loan_modelling,MLP,4,0.5743170323253125
6_loan_modelling,MLP,5,0.5327982484798864
6_loan_modelling,MLP,6,0.5511237806599357
6_loan_modelling,MLP,7,0.558568528108082
6_loan_modelling,MLP,8,0.5640089204740345
6_loan_modelling,MLP,9,0.46350482992407044
6_loan_modelling,RandomForest,0,0.6040960221178947
6_loan_modelling,RandomForest,1,0.5836229666354946
6_loan_modelling,RandomForest,2,0.5857704899378441
6_loan_modelling,RandomForest,3,0.6061003772000878
6_loan_modelling,RandomForest,4,0.5809027704525179
6_loan_modelling,RandomForest,5,0.5777530696090727
6_loan_modelling,RandomForest,6,0.566585948436854
6_loan_modelling,RandomForest,7,0.5996578072930386
6_loan_modelling,RandomForest,8,0.586629499258784
6_loan_modelling,RandomForest,9,0.5499784348986835
6_loan_modelling,SVM,0,0.548546752697117
6_loan_modelling,SVM,1,0.5551324908243224
6_loan_modelling,SVM,2,0.5033055951276177
6_loan_modelling,SVM,3,0.6000873119535087
6_loan_modelling,SVM,4,0.5754623780865661
6_loan_modelling,SVM,5,0.4612141384015645
6_loan_modelling,SVM,6,0.5173360807029689
6_loan_modelling,SVM,7,0.5339435942411394
6_loan_modelling,SVM,8,0.5511237806599364
6_loan_modelling,SVM,9,0.31317819875959396
6_loan_modelling,TabPFN,0,0.6055277043194606
6_loan_modelling,TabPFN,1,0.598941966192255
6_loan_modelling,TabPFN,2,0.6000873119535081
6_loan_modelling,TabPFN,3,0.6061003772000878
6_loan_modelling,TabPFN,4,0.6055277043194612
6_loan_modelling,TabPFN,5,0.5894928636619164
6_loan_modelling,TabPFN,6,0.5977966204310021
6_loan_modelling,TabPFN,7,0.6032370127969547
6_loan_modelling,TabPFN,8,0.6058140407597742
6_loan_modelling,TabPFN,9,0.5837661348556518
6_loan_modelling,XGBoost,0,0.6043823585582077
6_loan_modelling,XGBoost,1,0.590924545863483
6_loan_modelling,XGBoost,2,0.583766134855651
6_loan_modelling,XGBoost,3,0.6049550314388348
6_loan_modelling,XGBoost,4,0.5983692933116286
6_loan_modelling,XGBoost,5,0.5740306958849996
6_loan_modelling,XGBoost,6,0.5863431628184705
6_loan_modelling,XGBoost,7,0.5986556297519415
6_loan_modelling,XGBoost,8,0.5880611814603506
6_loan_modelling,XGBoost,9,0.5365206222039596
7_credit_risk,CatBoost,0,0.7396637916162042
7_credit_risk,CatBoost,1,0.5565967056426109
7_credit_risk,CatBoost,2,0.5471088602809114
7_credit_risk,CatBoost,3,0.6284550518806822
7_credit_risk,CatBoost,4,0.6649819846940878
7_credit_risk,CatBoost,5,0.5615568392767434
7_credit_risk,CatBoost,6,0.7094705679048454
7_credit_risk,CatBoost,7,0.5960997186364957
7_credit_risk,CatBoost,8,0.6673730234715675
7_credit_risk,CatBoost,9,0.621800157983855
7_credit_risk,KNN,0,0.43513702306321456
7_credit_risk,KNN,1,0.09134888905236134
7_credit_risk,KNN,2,0.22495453988969716
7_credit_risk,KNN,3,0.38118603107349786
7_credit_risk,KNN,4,0.37424184398571264
7_credit_risk,KNN,5,0.23283988053882984
7_credit_risk,KNN,6,0.3482202198435714
7_credit_risk,KNN,7,0.21312652891599693
7_credit_risk,KNN,8,0.35087834273981233
7_credit_risk,KNN,9,0.1408623554434961
7_credit_risk,LightGBM,0,0.7470658371932949
7_credit_risk,LightGBM,1,0.6025987655263467
7_credit_risk,LightGBM,2,0.574198820898096
7_credit_risk,LightGBM,3,0.6783870637976154
7_credit_risk,LightGBM,4,0.6886125700587501
7_credit_risk,LightGBM,5,0.5825420200365337
7_credit_risk,LightGBM,6,0.6931911549517947
7_credit_risk,LightGBM,7,0.6093521782435878
7_credit_risk,LightGBM,8,0.69097817225349
7_credit_risk,LightGBM,9,0.667565122719357
7_credit_risk,LogReg,0,0.44635455605117585
7_credit_risk,LogReg,1,0.13160228123705128
7_credit_risk,LogReg,2,0.24746591561383577
7_credit_risk,LogReg,3,0.21602629934825865
7_credit_risk,LogReg,4,0.36320236707692577
7_credit_risk,LogReg,5,0.24367586478570466
7_credit_risk,LogReg,6,0.3417593278278306
7_credit_risk,LogReg,7,0.14437144577209984
7_credit_risk,LogReg,8,0.30251068066133585
7_credit_risk,LogReg,9,0.3336710392834495
7_credit_risk,MLP,0,0.6015940205081496
7_credit_risk,MLP,1,0.4148640666201197
7_credit_risk,MLP,2,0.4201294392471216
7_credit_risk,MLP,3,0.4391560031359991
7_credit_risk,MLP,4,0.5299391669319918
7_credit_risk,MLP,5,0.4562239501539627
7_credit_risk,MLP,6,0.5781160546399241
7_credit_risk,MLP,7,0.46278658850066007
7_credit_risk,MLP,8,0.4912755611684975
7_credit_risk,MLP,9,0.5011632038500528
7_credit_risk,RandomForest,0,0.6831818596439435
7_credit_risk,RandomForest,1,0.47471634580531724
7_credit_risk,RandomForest,2,0.48110092807284205
7_credit_risk,RandomForest,3,0.5511914318105432
7_credit_risk,RandomForest,4,0.6654016883092839
7_credit_risk,RandomForest,5,0.4753649786651659
7_credit_risk,RandomForest,6,0.6375486302099249
7_credit_risk,RandomForest,7,0.5250171881719675
7_credit_risk,RandomForest,8,0.6002967547884542
7_credit_risk,RandomForest,9,0.557424952740954
7_credit_risk,SVM,0,0.48573038613136554
7_credit_risk,SVM,1,0.2278797469046979
7_credit_risk,SVM,2,0.27921077087228335
7_credit_risk,SVM,3,0.328710360882651
7_credit_risk,SVM,4,0.36917996402062364
7_credit_risk,SVM,5,0.3688238518622751
7_credit_risk,SVM,6,0.4170388944443162
7_credit_risk,SVM,7,0.3493648660668332
7_credit_risk,SVM,8,0.3669924179050579
7_credit_risk,SVM,9,0.2795010408582987
7_credit_risk,TabPFN,0,0.6989779775249493
7_credit_risk,TabPFN,1,0.5218503336209442
7_credit_risk,TabPFN,2,0.5781669278054016
7_credit_risk,TabPFN,3,0.5980583355074095
7_credit_risk,TabPFN,4,0.6628580300353697
7_credit_risk,TabPFN,5,0.6016703302563671
7_credit_risk,TabPFN,6,0.6734905216203306
7_credit_risk,TabPFN,7,0.5891936864228192
7_credit_risk,TabPFN,8,0.6640535494241091
7_credit_risk,TabPFN,9,0.6304460599089556
7_credit_risk,XGBoost,0,0.6870863750944013
7_credit_risk,XGBoost,1,0.5774038303232272
7_credit_risk,XGBoost,2,0.5724691332718347
7_credit_risk,XGBoost,3,0.6468202646183417
7_credit_risk,XGBoost,4,0.648855191237473
7_credit_risk,XGBoost,5,0.5883415609010579
7_credit_risk,XGBoost,6,0.7458194446390766
7_credit_risk,XGBoost,7,0.5906308533475807
7_credit_risk,XGBoost,8,0.6847970826478785
7_credit_risk,XGBoost,9,0.6290515595984555
8_hmeq,CatBoost,0,0.6124926151033053
8_hmeq,CatBoost,1,0.5638238250387627
8_hmeq,CatBoost,2,0.6227833970956141
8_hmeq,CatBoost,3,0.6178740332093748
8_hmeq,CatBoost,4,0.538191280901957
8_hmeq,CatBoost,5,0.6398717598534847
8_hmeq,CatBoost,6,0.6203759205744778
8_hmeq,CatBoost,7,0.5856799354169232
8_hmeq,CatBoost,8,0.6194318121348162
8_hmeq,CatBoost,9,0.5519223668318763
8_hmeq,KNN,0,0.5419913173715941
8_hmeq,KNN,1,0.4337020793424376
8_hmeq,KNN,2,0.46714712081744053
8_hmeq,KNN,3,0.5148718024423218
8_hmeq,KNN,4,0.4516873451179863
8_hmeq,KNN,5,0.4653297120710924
8_hmeq,KNN,6,0.5317477408012684
8_hmeq,KNN,7,0.4645508226083719
8_hmeq,KNN,8,0.5829892263638882
8_hmeq,KNN,9,0.40063990820349654
8_hmeq,LightGBM,0,0.5994167132139957
8_hmeq,LightGBM,1,0.5513143882132499
8_hmeq,LightGBM,2,0.6161274325960016
8_hmeq,LightGBM,3,0.6022490385329797
8_hmeq,LightGBM,4,0.4943374438796873
8_hmeq,LightGBM,5,0.6336406441517195
8_hmeq,LightGBM,6,0.6047981313200652
8_hmeq,LightGBM,7,0.5804873389987854
8_hmeq,LightGBM,8,0.6191957850249009
8_hmeq,LightGBM,9,0.5426587212258048
8_hmeq,LogReg,0,0.24197725795820887
8_hmeq,LogReg,1,0.05768729053631335
8_hmeq,LogReg,2,0.17272690390904855
8_hmeq,LogReg,3,0.05376924051171864
8_hmeq,LogReg,4,0.0802042768222359
8_hmeq,LogReg,5,0.2924398540581081
8_hmeq,LogReg,6,0.19496065766307338
8_hmeq,LogReg,7,0.0712352466454537
8_hmeq,LogReg,8,0.17725862441942328
8_hmeq,LogReg,9,0.07078286581500226
8_hmeq,MLP,0,0.5360670369127191
8_hmeq,MLP,1,0.446848789364722
8_hmeq,MLP,2,0.461671291867405
8_hmeq,MLP,3,0.49013616132319465
8_hmeq,MLP,4,0.4018620222148584
8_hmeq,MLP,5,0.5692996539887986
8_hmeq,MLP,6,0.5091127409603876
8_hmeq,MLP,7,0.47781554618561395
8_hmeq,MLP,8,0.5309216459165648
8_hmeq,MLP,9,0.4099273067470192
8_hmeq,RandomForest,0,0.6048925421640315
8_hmeq,RandomForest,1,0.5707630220702736
8_hmeq,RandomForest,2,0.6067099509103797
8_hmeq,RandomForest,3,0.6078192783269817
8_hmeq,RandomForest,4,0.5479155978304691
8_hmeq,RandomForest,5,0.6348915878342708
8_hmeq,RandomForest,6,0.6331685899318887
8_hmeq,RandomForest,7,0.5677418750633575
8_hmeq,RandomForest,8,0.6125870259472714
8_hmeq,RandomForest,9,0.5707109403559857
8_hmeq,SVM,0,0.4376909375000065
8_hmeq,SVM,1,0.3043356203978412
8_hmeq,SVM,2,0.4063937427252329
8_hmeq,SVM,3,0.29517776853312566
8_hmeq,SVM,4,0.20846140835023055
8_hmeq,SVM,5,0.43894188118255784
8_hmeq,SVM,6,0.3632951924546921
8_hmeq,SVM,7,0.1862276545962063
8_hmeq,SVM,8,0.44703761105265355
8_hmeq,SVM,9,0.29156641942636896
8_hmeq,TabPFN,0,0.6804212173369394
8_hmeq,TabPFN,1,0.6681950130433251
8_hmeq,TabPFN,2,0.6820025989733723
8_hmeq,TabPFN,3,0.6759839076705311
8_hmeq,TabPFN,4,0.6663540015859853
8_hmeq,TabPFN,5,0.6854721974891277
8_hmeq,TabPFN,6,0.6782261652147269
8_hmeq,TabPFN,7,0.6737416501263355
8_hmeq,TabPFN,8,0.6817429691524654
8_hmeq,TabPFN,9,0.6716846774621628
8_hmeq,XGBoost,0,0.6216976723900037
8_hmeq,XGBoost,1,0.5726040335276132
8_hmeq,XGBoost,2,0.6194790175567991
8_hmeq,XGBoost,3,0.6196678392447317
8_hmeq,XGBoost,4,0.5194979337966622
8_hmeq,XGBoost,5,0.6408158682931457
8_hmeq,XGBoost,6,0.6216976723900035
8_hmeq,XGBoost,7,0.6000775891217586
8_hmeq,XGBoost,8,0.6187709362270531
8_hmeq,XGBoost,9,0.5475043204659044
9_loan_approval,CatBoost,0,0.6144089141734946
9_loan_approval,CatBoost,1,0.6065534465895323
9_loan_approval,CatBoost,2,0.6136487076331103
9_loan_approval,CatBoost,3,0.6212507730369433
9_loan_approval,CatBoost,4,0.6235313926580925
9_loan_approval,CatBoost,5,0.6019922073472338
9_loan_approval,CatBoost,6,0.6265789714889501
9_loan_approval,CatBoost,7,0.6177313809505084
9_loan_approval,CatBoost,8,0.6278429129944415
9_loan_approval,CatBoost,9,0.5739095083812272
9_loan_approval,KNN,0,0.05793772661293565
9_loan_approval,KNN,1,0.2501432802398414
9_loan_approval,KNN,2,0.0
9_loan_approval,KNN,3,0.0943009394612689
9_loan_approval,KNN,4,0.2108659423200382
9_loan_approval,KNN,5,0.17424932729157563
9_loan_approval,KNN,6,0.2912552900820134
9_loan_approval,KNN,7,0.12390943475491782
9_loan_approval,KNN,8,0.19317342925586137
9_loan_approval,KNN,9,0.22467540490235913
9_loan_approval,LightGBM,0,0.6217575773971983
9_loan_approval,LightGBM,1,0.6090874683908107
9_loan_approval,LightGBM,2,0.611621490192088
9_loan_approval,LightGBM,3,0.6207439686766872
9_loan_approval,LightGBM,4,0.6232779904779645
9_loan_approval,LightGBM,5,0.61136808801196
9_loan_approval,LightGBM,6,0.6293596428010314
9_loan_approval,LightGBM,7,0.616973016047214
9_loan_approval,LightGBM,8,0.6268317597900487
9_loan_approval,LightGBM,9,0.5561044193473429
9_loan_approval,LogReg,0,0.3528978642816461
9_loan_approval,LogReg,1,0.28473267782728046
9_loan_approval,LogReg,2,0.1884398493787318
9_loan_approval,LogReg,3,0.1864126319377107
9_loan_approval,LogReg,4,0.31032629802018374
9_loan_approval,LogReg,5,0.30804567839903335
9_loan_approval,LogReg,6,0.36241519684119394
9_loan_approval,LogReg,7,0.30503225249187194
9_loan_approval,LogReg,8,0.3060434056962648
9_loan_approval,LogReg,9,0.23993690978854396
9_loan_approval,MLP,0,0.5604342498062826
9_loan_approval,MLP,1,0.5444699124582323
9_loan_approval,MLP,2,0.48897483501025296
9_loan_approval,MLP,3,0.5617012607069195
9_loan_approval,MLP,4,0.5893220983408463
9_loan_approval,MLP,5,0.5632216737876868
9_loan_approval,MLP,6,0.5795603474846599
9_loan_approval,MLP,7,0.511054717887013
9_loan_approval,MLP,8,0.6000361998736247
9_loan_approval,MLP,9,0.47470972662102345
9_loan_approval,RandomForest,0,0.6183366479654745
9_loan_approval,RandomForest,1,0.5779190002350967
9_loan_approval,RandomForest,2,0.595023647393718
9_loan_approval,RandomForest,3,0.5988246800956357
9_loan_approval,RandomForest,4,0.6211240719468799
9_loan_approval,RandomForest,5,0.5976843702850624
9_loan_approval,RandomForest,6,0.6278429129944403
9_loan_approval,RandomForest,7,0.6187425341549012
9_loan_approval,RandomForest,8,0.6283484895966386
9_loan_approval,RandomForest,9,0.5321947283589871
9_loan_approval,SVM,0,0.46870266060003357
9_loan_approval,SVM,1,0.4410818229661067
9_loan_approval,SVM,2,0.35188425556113617
9_loan_approval,SVM,3,0.38406633243736255
9_loan_approval,SVM,4,0.5120344334018802
9_loan_approval,SVM,5,0.46186080173658356
9_loan_approval,SVM,6,0.51434096580129
9_loan_approval,SVM,7,0.47086137801237765
9_loan_approval,SVM,8,0.4918428070035395
9_loan_approval,SVM,9,0.38873658242884845
9_loan_approval,TabPFN,0,0.6240381970183487
9_loan_approval,TabPFN,1,0.618716751235666
9_loan_approval,TabPFN,2,0.609847674931195
9_loan_approval,TabPFN,3,0.6156759250741326
9_loan_approval,TabPFN,4,0.6280926319003921
9_loan_approval,TabPFN,5,0.6149157185337484
9_loan_approval,TabPFN,6,0.6293596428010314
9_loan_approval,TabPFN,7,0.6255678182845561
9_loan_approval,TabPFN,8,0.6293596428010314
9_loan_approval,TabPFN,9,0.5894253716821802
9_loan_approval,XGBoost,0,0.6182099468754099
9_loan_approval,XGBoost,1,0.6093408705709388
9_loan_approval,XGBoost,2,0.604019424788255
9_loan_approval,XGBoost,3,0.6169429359747719
9_loan_approval,XGBoost,4,0.6222643817574545
9_loan_approval,XGBoost,5,0.6068068487696615
9_loan_approval,XGBoost,6,0.6288540661988343
9_loan_approval,XGBoost,7,0.61596186284282
9_loan_approval,XGBoost,8,0.62809570129554
9_loan_approval,XGBoost,9,0.5886622964378722
