ds,method,split_number,normalized
15_ames_housing,SVR,1,0.0
15_ames_housing,SVR,2,0.0
15_ames_housing,SVR,3,0.0
15_ames_housing,SVR,4,0.0
15_ames_housing,SVR,5,0.0
15_ames_housing,SVR,6,0.0
15_ames_housing,SVR,7,0.0
15_ames_housing,SVR,8,0.0
15_ames_housing,SVR,9,0.0
15_ames_housing,MLP,0,0.6251027601769622
15_ames_housing,MLP,1,0.6286475336581123
15_ames_housing,MLP,2,0.6186446006478271
15_ames_housing,MLP,3,0.5727285575561246
15_ames_housing,MLP,4,0.6121829986940062
15_ames_housing,MLP,5,0.5845252355343438
15_ames_housing,MLP,6,0.5881586334462973
15_ames_housing,MLP,7,0.6365995676925914
15_ames_housing,MLP,8,0.6374061859276231
15_ames_housing,MLP,9,0.6244223796627072
15_ames_housing,XGBoost,0,0.9924024176869699
15_ames_housing,XGBoost,1,0.9678656006034112
15_ames_housing,XGBoost,2,0.9644691005822538
15_ames_housing,XGBoost,3,0.970062813571307
15_ames_housing,XGBoost,4,0.9644404348843485
15_ames_housing,XGBoost,5,0.9796962693842584
15_ames_housing,XGBoost,6,0.9333320064095281
15_ames_housing,XGBoost,7,0.9619758786805711
15_ames_housing,XGBoost,8,0.9583358287625338
15_ames_housing,XGBoost,9,0.9636243755376318
15_ames_housing,LightGBM,0,0.9404131081105497
15_ames_housing,LightGBM,1,0.9752667567079253
15_ames_housing,LightGBM,2,0.9895446765024676
15_ames_housing,LightGBM,3,0.9722748574444757
15_ames_housing,LightGBM,4,0.9630398413118771
15_ames_housing,LightGBM,5,0.9786298193205932
15_ames_housing,LightGBM,6,0.9662653353946992
15_ames_housing,LightGBM,7,0.9579430181846215
15_ames_housing,LightGBM,8,0.9710152682678372
15_ames_housing,LightGBM,9,0.969482367282178
15_ames_housing,CatBoost,0,1.0
15_ames_housing,CatBoost,1,0.9870073239925621
15_ames_housing,CatBoost,2,0.9866936661614758
15_ames_housing,CatBoost,3,0.9739036252056497
15_ames_housing,CatBoost,4,0.9894698651685516
15_ames_housing,CatBoost,5,1.0
15_ames_housing,CatBoost,6,0.9872009476796709
15_ames_housing,CatBoost,7,0.9894626243470356
15_ames_housing,CatBoost,8,0.9885424768312362
15_ames_housing,CatBoost,9,0.985682626464395
15_ames_housing,TabPFNReg,0,0.9850988062867938
15_ames_housing,TabPFNReg,1,1.0
15_ames_housing,TabPFNReg,2,1.0
15_ames_housing,TabPFNReg,3,1.0
15_ames_housing,TabPFNReg,4,1.0
15_ames_housing,TabPFNReg,5,0.9998391186079957
15_ames_housing,TabPFNReg,6,1.0
15_ames_housing,TabPFNReg,7,1.0
15_ames_housing,TabPFNReg,8,1.0
15_ames_housing,TabPFNReg,9,1.0
16_mhm,Linear,0,0.7354861163806983
16_mhm,Linear,1,0.7381214684855814
16_mhm,Linear,2,0.6954750115877697
16_mhm,Linear,3,0.17286832705451288
16_mhm,Linear,4,0.7222979964983616
16_mhm,Linear,5,0.7586234110157066
16_mhm,Linear,6,0.6798914741893505
16_mhm,Linear,7,0.7508838588429879
16_mhm,Linear,8,0.7671038869817537
16_mhm,Linear,9,0.7187005921093889
16_mhm,Ridge,0,0.7354813666283178
16_mhm,Ridge,1,0.7381112044704302
16_mhm,Ridge,2,0.6954682184832133
16_mhm,Ridge,3,0.17298356402196485
16_mhm,Ridge,4,0.7223137413804691
16_mhm,Ridge,5,0.7586225360794171
16_mhm,Ridge,6,0.6798883256517113
16_mhm,Ridge,7,0.7508959619938979
16_mhm,Ridge,8,0.7671000252224123
16_mhm,Ridge,9,0.7186987955166827
16_mhm,Lasso,0,0.7354860967822673
16_mhm,Lasso,1,0.7381210561561911
16_mhm,Lasso,2,0.69547445101964
16_mhm,Lasso,3,0.17291069949449275
16_mhm,Lasso,4,0.7222986890602
16_mhm,Lasso,5,0.7586233793038955
16_mhm,Lasso,6,0.6798914042503243
16_mhm,Lasso,7,0.7508844236614913
16_mhm,Lasso,8,0.7671039108204057
16_mhm,Lasso,9,0.7187004209250628
16_mhm,ElasticNet,0,0.6574029728939497
16_mhm,ElasticNet,1,0.6599710286337369
16_mhm,ElasticNet,2,0.6291167217185984
16_mhm,ElasticNet,3,0.29968869275159576
16_mhm,ElasticNet,4,0.6827746165785906
16_mhm,ElasticNet,5,0.6851695484935438
16_mhm,ElasticNet,6,0.6201552807146498
16_mhm,ElasticNet,7,0.7167991248685333
16_mhm,ElasticNet,8,0.7004004309708327
16_mhm,ElasticNet,9,0.6560535802812733
16_mhm,KNN,0,0.6854360308844345
