ds,method,split_number,normalized
1_german_credit,SVM,7,1.0
1_german_credit,SVM,8,0.5706521739130439
1_german_credit,SVM,9,0.6984126984126975
1_german_credit,TabPFN,0,0.7398373983739831
1_german_credit,TabPFN,1,1.0
1_german_credit,TabPFN,2,0.9404255319148961
1_german_credit,TabPFN,3,0.8867187500000007
1_german_credit,TabPFN,4,1.0
1_german_credit,TabPFN,5,0.7756410256410262
1_german_credit,TabPFN,6,0.7424242424242422
1_german_credit,TabPFN,7,0.9295454545454536
1_german_credit,TabPFN,8,1.0
1_german_credit,TabPFN,9,0.9801587301587302
1_german_credit,XGBoost,0,0.4254742547425477
1_german_credit,XGBoost,1,0.5954415954415953
1_german_credit,XGBoost,2,0.029787234042553925
1_german_credit,XGBoost,3,0.7441406250000006
1_german_credit,XGBoost,4,0.9854497354497354
1_german_credit,XGBoost,5,0.8974358974358971
1_german_credit,XGBoost,6,0.445887445887446
1_german_credit,XGBoost,7,0.0
1_german_credit,XGBoost,8,0.07427536231884131
1_german_credit,XGBoost,9,0.7936507936507938
27_loan_prediction_problem,CatBoost,0,0.7330508474576269
27_loan_prediction_problem,CatBoost,1,0.9074446680080481
27_loan_prediction_problem,CatBoost,2,0.9760956175298806
27_loan_prediction_problem,CatBoost,3,0.8349056603773586
27_loan_prediction_problem,CatBoost,4,0.9182692307692308
27_loan_prediction_problem,CatBoost,5,0.8333333333333334
27_loan_prediction_problem,CatBoost,6,0.7109826589595373
27_loan_prediction_problem,CatBoost,7,0.8705357142857144
27_loan_prediction_problem,CatBoost,8,1.0
27_loan_prediction_problem,CatBoost,9,0.8676470588235289
27_loan_prediction_problem,KNN,0,0.12288135593220371
27_loan_prediction_problem,KNN,1,0.0
27_loan_prediction_problem,KNN,2,0.0
27_loan_prediction_problem,KNN,3,0.0
27_loan_prediction_problem,KNN,4,0.0
27_loan_prediction_problem,KNN,5,0.0
27_loan_prediction_problem,KNN,6,0.0
27_loan_prediction_problem,KNN,7,0.0
27_loan_prediction_problem,KNN,8,0.0
27_loan_prediction_problem,KNN,9,0.0
27_loan_prediction_problem,LightGBM,0,0.7415254237288138
27_loan_prediction_problem,LightGBM,1,1.0
27_loan_prediction_problem,LightGBM,2,0.8446215139442232
27_loan_prediction_problem,LightGBM,3,0.9056603773584905
27_loan_prediction_problem,LightGBM,4,0.8509615384615383
27_loan_prediction_problem,LightGBM,5,1.0
27_loan_prediction_problem,LightGBM,6,0.8497109826589593
27_loan_prediction_problem,LightGBM,7,0.9375000000000002
27_loan_prediction_problem,LightGBM,8,0.8791208791208789
27_loan_prediction_problem,LightGBM,9,0.6617647058823528
27_loan_prediction_problem,LogReg,0,1.0
27_loan_prediction_problem,LogReg,1,0.8189134808853117
27_loan_prediction_problem,LogReg,2,0.6334661354581674
27_loan_prediction_problem,LogReg,3,0.6415094339622637
27_loan_prediction_problem,LogReg,4,0.9230769230769231
27_loan_prediction_problem,LogReg,5,0.7916666666666667
27_loan_prediction_problem,LogReg,6,1.0
27_loan_prediction_problem,LogReg,7,0.6517857142857141
27_loan_prediction_problem,LogReg,8,0.8131868131868132
27_loan_prediction_problem,LogReg,9,0.9705882352941174
27_loan_prediction_problem,MLP,0,0.0
27_loan_prediction_problem,MLP,1,0.557344064386318
27_loan_prediction_problem,MLP,2,0.9960159362549801
27_loan_prediction_problem,MLP,3,0.6415094339622641
27_loan_prediction_problem,MLP,4,0.7932692307692306
27_loan_prediction_problem,MLP,5,0.48611111111111144
27_loan_prediction_problem,MLP,6,0.514450867052023
27_loan_prediction_problem,MLP,7,0.5714285714285714
27_loan_prediction_problem,MLP,8,0.901098901098901
27_loan_prediction_problem,MLP,9,0.25
27_loan_prediction_problem,RandomForest,0,0.7436440677966105
27_loan_prediction_problem,RandomForest,1,0.7987927565392353
27_loan_prediction_problem,RandomForest,2,0.9223107569721118
27_loan_prediction_problem,RandomForest,3,1.0
27_loan_prediction_problem,RandomForest,4,0.9230769230769231
27_loan_prediction_problem,RandomForest,5,0.7870370370370372
27_loan_prediction_problem,RandomForest,6,0.7572254335260118
27_loan_prediction_problem,RandomForest,7,1.0
27_loan_prediction_problem,RandomForest,8,0.9285714285714286
27_loan_prediction_problem,RandomForest,9,0.9877450980392155
27_loan_prediction_problem,SVM,0,0.6398305084745765
27_loan_prediction_problem,SVM,1,0.8470824949698187
27_loan_prediction_problem,SVM,2,1.0
27_loan_prediction_problem,SVM,3,0.6415094339622641
27_loan_prediction_problem,SVM,4,0.7403846153846156
27_loan_prediction_problem,SVM,5,0.7962962962962967
27_loan_prediction_problem,SVM,6,0.8612716763005775
27_loan_prediction_problem,SVM,7,0.7767857142857145
27_loan_prediction_problem,SVM,8,0.9157509157509154
27_loan_prediction_problem,SVM,9,0.9705882352941174
27_loan_prediction_problem,TabPFN,0,0.8601694915254238
27_loan_prediction_problem,TabPFN,1,0.991951710261569
27_loan_prediction_problem,TabPFN,2,0.812749003984064
27_loan_prediction_problem,TabPFN,3,0.9646226415094341
27_loan_prediction_problem,TabPFN,4,1.0
27_loan_prediction_problem,TabPFN,5,0.8888888888888888
27_loan_prediction_problem,TabPFN,6,1.0
27_loan_prediction_problem,TabPFN,7,0.7901785714285713
27_loan_prediction_problem,TabPFN,8,0.9688644688644689
27_loan_prediction_problem,TabPFN,9,1.0
27_loan_prediction_problem,XGBoost,0,0.673728813559322
27_loan_prediction_problem,XGBoost,1,0.875251509054326
27_loan_prediction_problem,XGBoost,2,0.9203187250996014
27_loan_prediction_problem,XGBoost,3,0.9481132075471695
27_loan_prediction_problem,XGBoost,4,0.735576923076923
27_loan_prediction_problem,XGBoost,5,0.9166666666666669
27_loan_prediction_problem,XGBoost,6,0.8901734104046242
27_loan_prediction_problem,XGBoost,7,0.9642857142857146
27_loan_prediction_problem,XGBoost,8,0.7875457875457874
27_loan_prediction_problem,XGBoost,9,0.7892156862745093
2_bank_marketing,CatBoost,0,0.9655046006085279
2_bank_marketing,CatBoost,1,0.9975293113516904
2_bank_marketing,CatBoost,2,0.9463405263494916
2_bank_marketing,CatBoost,3,0.888935875749654
2_bank_marketing,CatBoost,4,0.9754975267456585
2_bank_marketing,CatBoost,5,0.9181101439080864
2_bank_marketing,CatBoost,6,0.9201797752808991
2_bank_marketing,CatBoost,7,0.8877795380024311
2_bank_marketing,CatBoost,8,0.965802563612016
2_bank_marketing,CatBoost,9,0.9157788267026297
2_bank_marketing,KNN,0,0.0
2_bank_marketing,KNN,1,0.0
2_bank_marketing,KNN,2,0.0
2_bank_marketing,KNN,3,0.0
2_bank_marketing,KNN,4,0.0
2_bank_marketing,KNN,5,0.0
2_bank_marketing,KNN,6,0.0
