ds,method,split_number,rmse,r2
15_ames_housing,ElasticNet,9,27354.028335009523,0.8691662268201465
15_ames_housing,KNN,0,36917.864775100796,0.8252420709946549
15_ames_housing,KNN,1,38629.60163931124,0.818643958364585
15_ames_housing,KNN,2,32250.698196604426,0.7905242486455745
15_ames_housing,KNN,3,46590.526869737456,0.6550541023521548
15_ames_housing,KNN,4,30995.652001477945,0.8381477419099821
15_ames_housing,KNN,5,38261.46784269625,0.7972792087202907
15_ames_housing,KNN,6,32981.854385384446,0.8007202691581594
15_ames_housing,KNN,7,37034.23222656566,0.7839358971365441
15_ames_housing,KNN,8,32137.817232649464,0.8153370122796442
15_ames_housing,KNN,9,32708.50941935718,0.8129323081843185
15_ames_housing,RandomForest,0,28048.33153175333,0.8991263340452142
15_ames_housing,RandomForest,1,24916.15358921866,0.9245509861840158
15_ames_housing,RandomForest,2,21713.151134338907,0.9050486322241935
15_ames_housing,RandomForest,3,27446.383051669753,0.8802912264400014
15_ames_housing,RandomForest,4,22962.0419383731,0.9111743852364029
15_ames_housing,RandomForest,5,28178.37189853222,0.8900470636466393
15_ames_housing,RandomForest,6,27306.96841706696,0.8633970858951157
15_ames_housing,RandomForest,7,25452.0103583704,0.8979483313509409
15_ames_housing,RandomForest,8,24617.64014037574,0.8916472489387046
15_ames_housing,RandomForest,9,23770.077256697496,0.9012042032458008
15_ames_housing,SVR,0,93777.21791489153,-0.12760872796875478
15_ames_housing,SVR,1,94504.1326966425,-0.08540838047303279
15_ames_housing,SVR,2,72715.15061180612,-0.0648914265955225
15_ames_housing,SVR,3,80484.90741263243,-0.02940112499517533
15_ames_housing,SVR,4,78737.88119303915,-0.04444279457736866
15_ames_housing,SVR,5,86819.28512570243,-0.04377634352616
15_ames_housing,SVR,6,76866.9369883756,-0.08241085548500315
15_ames_housing,SVR,7,82341.02024449239,-0.06809139265666575
15_ames_housing,SVR,8,77423.39884506079,-0.07174525660660569
15_ames_housing,SVR,9,77605.04101424316,-0.053069772891504385
15_ames_housing,MLP,0,60071.793383171935,0.5372942088414712
15_ames_housing,MLP,1,59270.775164561135,0.5730541630568888
15_ames_housing,MLP,2,46804.84297119098,0.558798378741454
15_ames_housing,MLP,3,55699.46191031607,0.5069877161404781
15_ames_housing,MLP,4,50557.93034380155,0.5693784253154425
